,Node 1,,,,Node 2,,,,Node 3,,,,Node 4,,,,Node 5,,,,Node 6,,,,Node 7,,,,Node 8,,,,Node 9,,,
Time (s),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts),Temperature (°C),Humidity (%),Pressure (Pa),TDS (Volts)
4756.66475,23.21,50.1,100333,0.0738,23.11,53.47,100342,0.077,22.92,51.07,100327,0.0578,23.1,47.55,100316,0.0706,23.26,51.47,100234,0.0738,23.48,61.98,100290,0.0176,23.66,50.61,100305,0.0286,22.77,51.56,100276,0.0835,22.83,56.47,100229,0.0835
4766.78085,23.21,50.05,100329,0.0738,23.1,53.44,100346,0.077,22.92,51.06,100328,0.061,23.09,48.12,100310,0.0706,23.26,51.55,100230,0.0738,23.48,61.94,100290,0.0176,23.65,50.59,100303,0.0286,22.77,51.41,100275,0.0835,22.83,56.49,100225,0.0835
4776.89695,23.21,49.71,100335,0.0738,23.1,53.49,100343,0.077,22.92,51.08,100328,0.061,23.1,47.55,100309,0.0706,23.26,51.38,100229,0.0738,23.47,61.92,100289,0.0176,23.65,50.57,100303,0.0322,22.77,51.61,100277,0.0835,22.83,56.43,100229,0.0835
4787.0121,23.21,49.96,100332,0.0738,23.1,53.53,100344,0.077,22.92,51.21,100329,0.0578,23.1,47.99,100312,0.0706,23.26,51.46,100230,0.0738,23.47,61.91,100291,0.0247,23.65,50.62,100303,0.0215,22.77,51.65,100277,0.0835,22.83,56.46,100228,0.0867
4797.12772,23.21,49.98,100334,0.0738,23.11,53.43,100345,0.077,22.92,51.16,100326,0.0578,23.09,47.55,100308,0.0706,23.25,51.61,100227,0.0738,23.47,61.91,100291,0.0176,23.65,50.59,100303,0.0286,22.77,51.72,100274,0.0835,22.83,56.44,100226,0.0835
4807.2443,23.21,49.64,100335,0.0738,23.1,53.43,100342,0.077,22.92,51.13,100324,0.0578,23.1,47.87,100309,0.0706,23.25,51.44,100229,0.0738,23.47,61.93,100288,0.0247,23.65,50.65,100294,0.0215,22.77,51.57,100271,0.0835,22.82,56.45,100223,0.0835
4817.35992,23.21,49.96,100334,0.0738,23.1,53.4,100341,0.077,22.92,51.12,100325,0.0578,23.09,47.84,100312,0.0706,23.25,51.42,100231,0.0738,23.47,62.01,100287,0.0247,23.65,50.65,100304,0.0215,22.77,51.63,100276,0.0835,22.82,56.44,100224,0.0835
4827.47507,23.21,50.16,100331,0.0738,23.11,53.5,100342,0.077,22.93,51.08,100328,0.0578,23.1,47.36,100312,0.0706,23.25,51.45,100230,0.0738,23.47,61.99,100285,0.0247,23.65,50.68,100300,0.0286,22.77,51.65,100275,0.0835,22.82,56.5,100223,0.0835
4837.59212,23.21,50,100327,0.0738,23.11,53.44,100341,0.077,22.92,51.12,100327,0.0578,23.09,47.53,100309,0.0706,23.25,51.51,100231,0.0738,23.47,61.95,100288,0.0176,23.65,50.59,100300,0.0215,22.77,51.45,100274,0.0835,22.83,56.49,100227,0.0835
4847.70822,23.2,50.23,100329,0.0738,23.1,53.41,100344,0.0738,22.92,51.06,100324,0.0578,23.09,47.65,100308,0.0706,23.25,51.44,100224,0.0738,23.47,61.92,100289,0.0247,23.65,50.67,100303,0.0286,22.77,51.58,100274,0.0835,22.83,56.43,100225,0.0835
4857.82384,23.2,50.01,100330,0.0738,23.11,53.41,100343,0.077,22.93,51.11,100326,0.0578,23.1,47.64,100308,0.0706,23.25,51.52,100227,0.0738,23.47,61.99,100289,0.0176,23.66,50.6,100300,0.0286,22.77,51.77,100275,0.0835,22.83,56.48,100225,0.0835
4867.93899,23.2,50,100332,0.0738,23.1,53.46,100339,0.077,22.92,51.1,100327,0.0578,23.09,47.61,100311,0.0706,23.25,51.61,100229,0.0738,23.47,61.93,100287,0.0247,23.65,50.61,100298,0.0215,22.77,51.58,100272,0.0835,22.83,56.5,100224,0.0835
4878.05461,23.21,49.99,100328,0.0738,23.1,53.5,100341,0.077,22.92,51.16,100326,0.0578,23.09,47.92,100312,0.0706,23.24,51.45,100231,0.0738,23.47,61.95,100283,0.0176,23.65,50.57,100296,0.0215,22.77,51.88,100271,0.0835,22.83,56.52,100223,0.0835
4888.17119,23.21,49.98,100328,0.0738,23.1,53.38,100341,0.077,22.92,51.09,100328,0.0578,23.09,47.53,100305,0.0706,23.24,51.5,100227,0.0738,23.47,62.01,100283,0.0247,23.65,50.56,100296,0.0215,22.77,51.19,100270,0.0835,22.83,56.49,100224,0.0835
4898.28681,23.2,50.16,100328,0.0738,23.1,53.5,100342,0.077,22.92,51.07,100329,0.0578,23.09,47.84,100308,0.0706,23.24,51.5,100227,0.0738,23.47,61.92,100281,0.0176,23.65,50.66,100299,0.0215,22.78,51.45,100275,0.0835,22.82,56.5,100224,0.0835
4908.40196,23.21,50.15,100331,0.0738,23.1,53.45,100345,0.077,22.92,51.1,100326,0.0578,23.09,47.51,100310,0.0706,23.24,51.48,100225,0.0738,23.48,61.89,100286,0.0176,23.65,50.6,100301,0.0215,22.77,51.47,100274,0.0835,22.82,56.5,100221,0.0835
4918.51806,23.21,49.99,100334,0.0738,23.1,53.42,100345,0.077,22.92,51.12,100329,0.0578,23.09,47.77,100308,0.0706,23.24,51.47,100227,0.0738,23.47,61.94,100285,0.0176,23.65,50.63,100294,0.0215,22.77,51.47,100268,0.0835,22.82,56.5,100220,0.0835
4928.63368,23.2,50.01,100331,0.0738,23.1,53.51,100343,0.077,22.93,51.12,100328,0.0578,23.09,47.51,100307,0.0706,23.24,51.51,100227,0.077,23.47,61.92,100282,0.0176,23.65,50.61,100294,0.0215,22.77,51.37,100270,0.0835,22.82,56.45,100220,0.0835
4938.74979,23.21,50.22,100333,0.0738,23.1,53.44,100343,0.0738,22.92,51.03,100322,0.0578,23.09,47.65,100311,0.0706,23.24,51.45,100231,0.077,23.48,61.93,100283,0.0176,23.65,50.63,100299,0.0215,22.77,51.71,100274,0.0835,22.82,56.52,100225,0.0867
4948.86589,23.2,49.92,100334,0.0738,23.1,53.44,100343,0.077,22.92,51.13,100326,0.0578,23.09,48.15,100309,0.0706,23.24,51.52,100228,0.077,23.48,61.96,100283,0.0176,23.65,50.56,100297,0.025,22.77,51.94,100275,0.0835,22.82,56.45,100225,0.0835
4958.98199,23.2,50.02,100330,0.0738,23.11,53.49,100340,0.077,22.93,51.08,100325,0.0578,23.09,47.37,100310,0.0706,23.24,51.5,100228,0.077,23.48,61.86,100287,0.0176,23.64,50.64,100299,0.0322,22.77,51.85,100272,0.0835,22.82,56.5,100226,0.0867
4969.09809,23.2,49.96,100332,0.0738,23.1,53.44,100341,0.077,22.93,51.04,100325,0.0578,23.09,47.77,100312,0.0706,23.24,51.5,100228,0.077,23.48,61.95,100287,0.0247,23.65,50.59,100295,0.0286,22.77,51.83,100269,0.0835,22.82,56.49,100226,0.0867
4979.21419,23.2,49.95,100333,0.0738,23.1,53.43,100343,0.077,22.92,51.09,100323,0.0578,23.09,47.89,100308,0.0706,23.24,51.51,100231,0.077,23.47,61.94,100286,0.0247,23.65,50.69,100299,0.0286,22.76,51.36,100271,0.0835,22.83,56.48,100228,0.0867
4989.32886,23.2,49.96,100330,0.0706,23.1,53.39,100339,0.077,22.92,51.17,100325,0.0578,23.09,47.75,100304,0.0706,23.24,51.36,100227,0.077,23.47,61.97,100283,0.0176,23.65,50.63,100300,0.0322,22.77,51.32,100273,0.0867,22.82,56.48,100226,0.0867
4999.44448,23.2,50.03,100335,0.0738,23.1,53.46,100341,0.077,22.92,51.16,100327,0.0578,23.09,47.84,100308,0.0706,23.24,51.54,100229,0.077,23.47,61.97,100286,0.0247,23.65,50.62,100296,0.0322,22.77,51.82,100276,0.0835,22.83,56.51,100222,0.0867
5009.56106,23.2,50.11,100332,0.0738,23.1,53.5,100342,0.077,22.92,51.03,100328,0.0578,23.09,47.86,100311,0.0706,23.24,51.51,100227,0.077,23.48,62.07,100289,0.0176,23.65,50.68,100298,0.0322,22.77,51.58,100277,0.0835,22.82,56.55,100219,0.0867
5019.67668,23.2,49.83,100333,0.0738,23.1,53.48,100341,0.077,22.92,51.1,100332,0.0578,23.09,47.66,100308,0.0706,23.23,51.41,100228,0.077,23.48,61.98,100284,0.0247,23.65,50.66,100301,0.025,22.77,51.65,100277,0.0835,22.83,56.49,100222,0.0867
5029.7923,23.2,50.05,100333,0.0738,23.11,53.55,100346,0.077,22.92,51.09,100326,0.0578,23.09,47.37,100309,0.0706,23.23,51.54,100231,0.077,23.48,61.93,100286,0.0176,23.65,50.63,100301,0.025,22.77,51.54,100276,0.0835,22.83,56.52,100225,0.0867
5039.90745,23.2,50.01,100336,0.0738,23.1,53.42,100347,0.077,22.92,51.13,100326,0.0578,23.09,47.63,100312,0.0706,23.23,51.54,100229,0.077,23.47,62.02,100284,0.0176,23.65,50.6,100300,0.025,22.77,51.6,100272,0.0835,22.82,56.48,100221,0.0867
5050.02403,23.19,50.15,100332,0.0706,23.1,53.44,100344,0.077,22.92,51.1,100326,0.0578,23.09,47.62,100310,0.0706,23.23,51.51,100230,0.077,23.47,62.01,100284,0.0176,23.65,50.65,100299,0.025,22.77,51.66,100275,0.0867,22.82,56.48,100226,0.0867
5060.14108,23.2,50.1,100333,0.0738,23.1,53.39,100341,0.077,22.93,51.09,100328,0.0578,23.09,47.96,100312,0.0706,23.23,51.5,100233,0.077,23.47,61.96,100284,0.0247,23.64,50.68,100296,0.0322,22.77,52.03,100273,0.0867,22.82,56.55,100228,0.0867
5070.25718,23.2,49.97,100332,0.0738,23.1,53.46,100343,0.0738,22.92,51.09,100328,0.0578,23.09,47.61,100310,0.0706,23.23,51.49,100230,0.077,23.47,61.99,100287,0.0247,23.65,50.59,100299,0.0322,22.76,51.63,100271,0.0835,22.82,56.5,100227,0.0867
5080.37185,23.19,50.05,100330,0.0706,23.1,53.43,100343,0.077,22.93,51.14,100324,0.0578,23.09,47.76,100312,0.0706,23.23,51.52,100228,0.077,23.47,61.96,100286,0.0176,23.65,50.59,100297,0.025,22.76,51.77,100268,0.0867,22.82,56.55,100228,0.0867
5090.48843,23.2,50.08,100332,0.0706,23.1,53.44,100343,0.077,22.92,51.13,100329,0.0578,23.09,47.57,100311,0.0706,23.22,51.54,100229,0.077,23.47,61.88,100285,0.0176,23.65,50.58,100296,0.025,22.77,51.62,100273,0.0867,22.82,56.48,100227,0.0867
5100.60405,23.19,50.04,100333,0.0706,23.1,53.47,100342,0.0738,22.92,51.06,100328,0.0578,23.08,47.8,100310,0.0706,23.22,51.48,100230,0.077,23.48,61.96,100290,0.0247,23.64,50.68,100300,0.025,22.77,51.63,100275,0.0867,22.82,56.46,100223,0.0867
5110.72063,23.19,50.32,100332,0.0706,23.1,53.46,100343,0.077,22.92,51.07,100324,0.061,23.09,47.68,100310,0.0706,23.22,51.61,100228,0.077,23.47,62,100282,0.0176,23.65,50.58,100298,0.0322,22.77,51.77,100274,0.0867,22.82,56.46,100222,0.0867
5120.83482,23.19,49.99,100333,0.0706,23.1,53.5,100343,0.077,22.92,51.1,100328,0.0578,23.08,47.76,100306,0.0706,23.22,51.39,100229,0.077,23.47,61.95,100283,0.0247,23.64,50.64,100299,0.0322,22.77,51.75,100276,0.0867,22.82,56.53,100225,0.0867
5130.95092,23.19,50.27,100331,0.0706,23.1,53.48,100342,0.077,22.92,51.11,100331,0.0578,23.08,47.83,100306,0.0706,23.22,51.62,100228,0.077,23.47,61.96,100286,0.0176,23.64,50.66,100300,0.025,22.76,51.58,100276,0.0867,22.82,56.48,100224,0.0867
5141.06702,23.19,50.32,100331,0.0706,23.1,53.47,100346,0.0738,22.92,51.27,100324,0.0578,23.09,47.67,100309,0.0706,23.23,51.47,100230,0.077,23.47,61.94,100282,0.0247,23.65,50.54,100302,0.025,22.77,51.74,100273,0.0867,22.82,56.52,100220,0.0867
5151.18312,23.19,50.34,100334,0.0706,23.1,53.46,100343,0.077,22.92,51.09,100328,0.0578,23.08,47.63,100310,0.0706,23.22,51.52,100227,0.077,23.47,62.03,100283,0.0247,23.64,50.64,100299,0.0322,22.76,51.65,100269,0.0867,22.82,56.52,100225,0.0867
5161.29779,23.19,50.02,100336,0.0706,23.1,53.5,100342,0.077,22.92,51.15,100325,0.0578,23.08,47.67,100310,0.0706,23.22,51.42,100227,0.077,23.47,61.96,100282,0.0247,23.64,50.69,100297,0.0322,22.76,51.37,100273,0.0867,22.82,56.5,100227,0.0867
5171.41437,23.19,49.96,100332,0.0706,23.1,53.54,100340,0.077,22.92,51.19,100325,0.0578,23.08,47.89,100312,0.0706,23.22,51.52,100231,0.077,23.47,62,100287,0.0247,23.64,50.69,100299,0.025,22.76,51.55,100273,0.0867,22.82,56.54,100223,0.0867
5181.53095,23.19,50.11,100330,0.0706,23.1,53.48,100341,0.077,22.92,51.11,100328,0.0578,23.08,47.58,100309,0.0706,23.22,51.52,100232,0.077,23.47,61.94,100285,0.0176,23.65,50.66,100298,0.0322,22.76,51.87,100269,0.0867,22.82,56.49,100229,0.0867
5191.64657,23.19,50.09,100332,0.0706,23.09,53.51,100341,0.0738,22.92,51.15,100323,0.0578,23.08,47.73,100305,0.0706,23.22,51.36,100223,0.077,23.47,61.93,100286,0.0247,23.64,50.6,100298,0.025,22.76,51.55,100268,0.0867,22.82,56.52,100226,0.0867
5201.76219,23.18,49.96,100329,0.0706,23.1,53.51,100339,0.077,22.92,51.17,100328,0.0578,23.08,47.65,100309,0.0706,23.22,51.36,100223,0.077,23.47,61.92,100286,0.0247,23.64,50.67,100295,0.0322,22.76,51.71,100269,0.0867,22.82,56.57,100224,0.0867
5211.87829,23.18,50.19,100328,0.0706,23.1,53.42,100338,0.077,22.93,51.11,100323,0.061,23.08,47.55,100309,0.0706,23.21,51.58,100228,0.077,23.47,61.99,100286,0.0247,23.64,50.69,100297,0.025,22.76,51.79,100270,0.0867,22.82,56.51,100223,0.0867
5221.99392,23.19,50.17,100327,0.0706,23.11,53.54,100341,0.077,22.93,51.18,100326,0.061,23.08,47.56,100308,0.0706,23.21,51.44,100229,0.077,23.47,61.97,100283,0.0176,23.64,50.67,100297,0.0322,22.76,51.73,100272,0.0867,22.82,56.5,100220,0.0867
5232.11002,23.18,50.11,100331,0.0706,23.1,53.52,100341,0.077,22.92,51.19,100325,0.0578,23.08,47.63,100306,0.0706,23.22,51.46,100227,0.077,23.47,61.93,100283,0.0247,23.64,50.66,100297,0.025,22.76,51.49,100269,0.0867,22.82,56.55,100222,0.0867
5242.22612,23.19,49.94,100332,0.0706,23.1,53.52,100342,0.0738,22.93,51.12,100324,0.0578,23.08,47.7,100306,0.0706,23.21,51.5,100226,0.077,23.47,61.96,100287,0.0176,23.64,50.6,100296,0.025,22.76,51.44,100272,0.0867,22.82,56.49,100225,0.0867
5252.34127,23.18,50.11,100327,0.0706,23.11,53.45,100342,0.077,22.92,51.16,100327,0.0578,23.08,47.74,100307,0.0706,23.21,51.54,100227,0.077,23.47,61.96,100283,0.0247,23.64,50.75,100295,0.025,22.76,51.4,100271,0.0867,22.82,56.51,100223,0.0867
5262.45689,23.18,50.24,100328,0.0706,23.1,53.49,100338,0.077,22.93,51.17,100324,0.0578,23.08,47.48,100307,0.0706,23.21,51.52,100223,0.077,23.47,61.9,100284,0.0176,23.64,50.63,100298,0.025,22.76,51.45,100269,0.0899,22.82,56.57,100221,0.0867
5272.57251,23.19,50.1,100330,0.0706,23.1,53.52,100342,0.077,22.92,51.25,100320,0.0578,23.08,47.59,100309,0.0706,23.22,51.49,100227,0.077,23.47,61.97,100281,0.0247,23.64,50.72,100297,0.025,22.76,51.75,100267,0.0899,22.82,56.52,100218,0.0867
5282.68909,23.18,49.86,100327,0.0706,23.1,53.53,100343,0.077,22.93,51.15,100325,0.0578,23.08,47.77,100306,0.0706,23.21,51.5,100224,0.077,23.47,61.95,100281,0.0247,23.64,50.63,100293,0.025,22.76,51.42,100269,0.0899,22.82,56.57,100219,0.0867
5292.80471,23.18,50.06,100330,0.0706,23.11,53.58,100341,0.0738,22.92,51.25,100326,0.0578,23.08,47.91,100306,0.0706,23.21,51.48,100227,0.077,23.47,62.01,100284,0.0176,23.64,50.63,100293,0.0322,22.76,51.47,100273,0.0899,22.82,56.5,100221,0.0867
5302.92081,23.19,50.09,100327,0.0706,23.1,53.47,100340,0.077,22.93,51.15,100323,0.0578,23.08,47.57,100310,0.0706,23.21,51.59,100226,0.077,23.48,61.99,100285,0.0247,23.64,50.63,100295,0.025,22.76,51.83,100268,0.0899,22.82,56.52,100222,0.0867
5313.03691,23.18,50.1,100330,0.0706,23.1,53.5,100339,0.077,22.93,51.17,100322,0.061,23.07,47.69,100306,0.0706,23.21,51.44,100223,0.077,23.47,61.92,100283,0.0176,23.64,50.62,100296,0.025,22.76,51.31,100267,0.0899,22.82,56.59,100221,0.0867
5323.15301,23.19,50.03,100330,0.0706,23.1,53.47,100338,0.0738,22.92,51.13,100324,0.061,23.08,47.24,100306,0.0706,23.21,51.41,100226,0.077,23.48,61.98,100284,0.0176,23.64,50.61,100293,0.0322,22.76,52.12,100272,0.0899,22.82,56.5,100223,0.0867
5333.26816,23.18,50.22,100325,0.0706,23.1,53.49,100337,0.0738,22.92,51.11,100323,0.061,23.07,47.8,100304,0.0706,23.2,51.51,100226,0.077,23.48,61.93,100282,0.0247,23.64,50.7,100297,0.025,22.76,51.27,100272,0.0899,22.82,56.53,100218,0.0867
5343.38426,23.18,50.24,100326,0.0706,23.1,53.49,100341,0.077,22.92,51.15,100323,0.0578,23.08,47.99,100305,0.0706,23.21,51.43,100227,0.077,23.47,61.97,100282,0.0176,23.65,50.63,100293,0.025,22.75,51.79,100268,0.0899,22.81,56.5,100219,0.0867
5353.49941,23.18,50.09,100332,0.0706,23.1,53.5,100340,0.077,22.92,51.14,100323,0.0578,23.07,47.75,100304,0.0706,23.21,51.46,100226,0.077,23.47,61.97,100279,0.0176,23.64,50.71,100293,0.0322,22.76,51.51,100269,0.0899,22.82,56.57,100225,0.0867
5363.61646,23.18,50.01,100325,0.0706,23.1,53.51,100341,0.0738,22.92,51.2,100322,0.0578,23.07,47.96,100305,0.0706,23.2,51.45,100225,0.077,23.47,61.93,100282,0.0247,23.64,50.58,100292,0.0322,22.76,51.51,100261,0.0899,22.81,56.55,100218,0.0867
5373.73065,23.18,50.02,100323,0.0706,23.1,53.52,100340,0.0738,22.92,51.11,100318,0.061,23.07,47.87,100304,0.0706,23.21,51.49,100229,0.077,23.47,61.95,100283,0.0247,23.64,50.73,100293,0.025,22.76,51.55,100262,0.0899,22.82,56.53,100218,0.0867
5383.84675,23.18,50.1,100327,0.0706,23.1,53.52,100336,0.077,22.92,51.15,100319,0.061,23.07,47.75,100307,0.0706,23.21,51.49,100229,0.077,23.47,61.97,100280,0.0176,23.64,50.59,100290,0.025,22.76,51.33,100260,0.0899,22.82,56.49,100220,0.0867
5393.96333,23.18,50.1,100323,0.0706,23.1,53.6,100336,0.0738,22.92,51.21,100317,0.0578,23.07,47.56,100303,0.0706,23.2,51.47,100224,0.077,23.47,61.97,100283,0.0176,23.64,50.64,100289,0.025,22.76,51.73,100263,0.0899,22.82,56.52,100221,0.0867
5404.07943,23.18,50.15,100321,0.0706,23.1,53.47,100336,0.0738,22.92,51.19,100319,0.061,23.07,47.83,100303,0.0706,23.2,51.49,100223,0.077,23.48,62,100284,0.0247,23.64,50.69,100292,0.025,22.76,51.65,100260,0.0899,22.82,56.51,100218,0.0867
5414.19553,23.18,50.12,100321,0.0706,23.1,53.52,100333,0.077,22.93,51.13,100320,0.0578,23.07,47.49,100301,0.0706,23.2,51.42,100222,0.077,23.47,61.97,100280,0.0176,23.64,50.67,100292,0.025,22.76,51.4,100268,0.0899,22.82,56.6,100222,0.0867
5424.31116,23.18,49.98,100321,0.0706,23.1,53.47,100334,0.077,22.92,51.15,100322,0.0578,23.07,48.1,100299,0.0706,23.2,51.52,100219,0.077,23.47,61.99,100283,0.0176,23.64,50.64,100293,0.0322,22.76,51.67,100264,0.0899,22.81,56.58,100215,0.0867
5434.42726,23.18,50.1,100322,0.0706,23.1,53.56,100338,0.077,22.92,51.16,100319,0.061,23.07,47.53,100300,0.0706,23.2,51.51,100220,0.077,23.47,61.97,100278,0.0176,23.64,50.55,100293,0.025,22.76,52.11,100264,0.0899,22.81,56.6,100214,0.0867
5444.54336,23.18,50.11,100322,0.0706,23.1,53.59,100339,0.0738,22.92,51.28,100320,0.061,23.07,47.66,100299,0.0706,23.2,51.4,100215,0.077,23.47,61.97,100274,0.0247,23.64,50.59,100290,0.025,22.76,51.53,100261,0.0899,22.82,56.55,100213,0.0867
5454.65898,23.18,50.04,100324,0.0706,23.09,53.55,100335,0.0738,22.92,51.15,100320,0.061,23.07,47.85,100300,0.0706,23.2,51.44,100221,0.077,23.48,62,100275,0.0176,23.64,50.61,100291,0.0322,22.75,51.14,100264,0.0899,22.81,56.54,100214,0.0867
5464.77365,23.18,50.36,100324,0.0706,23.1,53.53,100335,0.077,22.92,51.12,100319,0.061,23.07,47.59,100301,0.0738,23.2,51.36,100220,0.077,23.47,62.01,100277,0.0247,23.64,50.62,100293,0.025,22.76,51.75,100264,0.0899,22.81,56.54,100214,0.0867
5474.88975,23.18,49.98,100324,0.0706,23.09,53.57,100334,0.077,22.93,51.11,100317,0.061,23.07,47.65,100299,0.0706,23.2,51.41,100220,0.077,23.47,61.97,100278,0.0176,23.63,50.6,100290,0.025,22.76,51.62,100261,0.0899,22.81,56.53,100217,0.0867
5485.00585,23.17,49.91,100321,0.0706,23.1,53.62,100334,0.077,22.92,51.2,100317,0.061,23.07,47.81,100299,0.0706,23.2,51.49,100223,0.077,23.47,61.99,100276,0.0176,23.64,50.6,100293,0.0322,22.76,51.79,100263,0.0867,22.81,56.54,100215,0.0867
5495.12195,23.18,50.12,100323,0.0706,23.1,53.45,100336,0.0738,22.92,51.17,100317,0.061,23.07,47.45,100302,0.0738,23.2,51.43,100222,0.077,23.48,61.95,100279,0.0176,23.64,50.78,100293,0.0322,22.76,51.53,100263,0.0867,22.82,56.57,100217,0.0867
5505.23805,23.18,50.29,100323,0.0706,23.1,53.51,100334,0.077,22.92,51.22,100313,0.061,23.07,47.87,100297,0.0738,23.19,51.5,100221,0.077,23.47,61.9,100278,0.0176,23.64,50.57,100290,0.025,22.76,51.4,100256,0.0867,22.82,56.58,100215,0.0867
5515.35415,23.18,49.99,100322,0.0706,23.1,53.56,100332,0.0738,22.92,51.22,100311,0.061,23.07,48.23,100302,0.0738,23.19,51.51,100222,0.077,23.47,61.94,100280,0.0176,23.64,50.59,100285,0.025,22.76,51.63,100254,0.0867,22.82,56.55,100217,0.0867
5525.46977,23.17,50.18,100320,0.0706,23.1,53.58,100331,0.077,22.92,51.11,100314,0.061,23.07,47.74,100296,0.0738,23.19,51.52,100221,0.077,23.47,62.02,100279,0.0247,23.64,50.64,100284,0.0322,22.76,51.34,100258,0.0867,22.81,56.53,100214,0.0867
5535.58444,23.17,50.29,100316,0.0706,23.1,53.53,100329,0.0738,22.92,51.15,100320,0.061,23.07,47.8,100301,0.0738,23.2,51.53,100220,0.077,23.48,62,100277,0.0176,23.64,50.76,100288,0.025,22.76,52.1,100268,0.0867,22.82,56.57,100217,0.0867
5545.70102,23.18,49.82,100318,0.0706,23.1,53.55,100327,0.0738,22.93,51.15,100319,0.061,23.07,47.88,100299,0.0738,23.19,51.48,100221,0.077,23.47,61.94,100276,0.0247,23.64,50.59,100293,0.025,22.75,51.88,100261,0.0867,22.82,56.54,100218,0.0867
5555.81665,23.18,49.98,100321,0.0706,23.1,53.62,100335,0.0738,22.92,51.13,100312,0.061,23.07,47.63,100295,0.0738,23.19,51.55,100216,0.077,23.47,61.99,100275,0.0176,23.64,50.7,100289,0.025,22.76,51.92,100254,0.0867,22.82,56.57,100215,0.0867
5565.93322,23.18,50.24,100325,0.0706,23.1,53.63,100333,0.0738,22.93,51.2,100313,0.061,23.07,47.89,100296,0.0738,23.19,51.42,100215,0.077,23.47,61.97,100276,0.0247,23.63,50.74,100286,0.025,22.75,51.78,100252,0.0867,22.81,56.53,100209,0.0867
5576.04885,23.18,50.26,100322,0.0706,23.1,53.56,100328,0.0738,22.92,51.21,100313,0.061,23.07,47.71,100299,0.0738,23.19,51.44,100220,0.077,23.48,61.98,100277,0.0176,23.63,50.7,100284,0.025,22.76,51.24,100256,0.0867,22.82,56.53,100209,0.0867
5586.16399,23.17,50.21,100315,0.0706,23.1,53.5,100330,0.077,22.92,51.17,100312,0.061,23.07,48.05,100301,0.0738,23.19,51.5,100225,0.077,23.48,61.92,100271,0.0176,23.64,50.66,100285,0.025,22.75,51.74,100257,0.0867,22.81,56.56,100212,0.0867
5596.28009,23.18,50.21,100315,0.0706,23.1,53.5,100330,0.0738,22.92,51.2,100310,0.061,23.06,47.89,100297,0.0738,23.19,51.54,100216,0.077,23.48,62.01,100272,0.0247,23.63,50.64,100284,0.025,22.75,51.43,100251,0.0867,22.82,56.55,100217,0.0867
5606.39619,23.18,49.97,100319,0.0706,23.1,53.52,100328,0.077,22.92,51.24,100317,0.061,23.07,47.74,100295,0.0738,23.19,51.41,100216,0.077,23.47,61.93,100274,0.0176,23.63,50.7,100286,0.025,22.75,51.62,100258,0.0867,22.82,56.59,100216,0.0867
5616.51277,23.18,50.2,100314,0.0706,23.1,53.48,100326,0.077,22.92,51.09,100316,0.061,23.07,47.68,100297,0.0738,23.19,51.54,100216,0.077,23.47,61.96,100276,0.0176,23.64,50.62,100287,0.0322,22.75,51.98,100264,0.0867,22.82,56.54,100208,0.0867
5626.62839,23.17,50.09,100316,0.0706,23.1,53.48,100330,0.077,22.92,51.15,100315,0.061,23.07,47.69,100298,0.0738,23.19,51.46,100216,0.077,23.48,62,100276,0.0176,23.63,50.72,100288,0.025,22.76,51.79,100261,0.0867,22.82,56.52,100210,0.0867
5636.74449,23.18,49.69,100319,0.0706,23.1,53.54,100332,0.077,22.92,51.15,100311,0.061,23.07,47.71,100295,0.0738,23.18,51.52,100214,0.077,23.48,61.94,100272,0.0176,23.64,50.71,100289,0.0322,22.76,51.48,100259,0.0867,22.81,56.58,100210,0.0867
5646.86012,23.18,50.17,100323,0.0706,23.1,53.6,100332,0.077,22.92,51.16,100313,0.061,23.07,47.83,100296,0.0738,23.18,51.52,100214,0.077,23.47,61.96,100271,0.0247,23.64,50.64,100287,0.025,22.76,51.62,100256,0.0867,22.81,56.58,100212,0.0867
5656.97622,23.18,49.93,100322,0.0706,23.1,53.54,100329,0.0738,22.92,51.13,100312,0.061,23.07,47.83,100300,0.0706,23.19,51.45,100220,0.077,23.47,62,100274,0.0247,23.63,50.67,100284,0.025,22.75,51.56,100249,0.0867,22.81,56.57,100209,0.0867
5667.09089,23.17,50.2,100319,0.0706,23.1,53.47,100328,0.0738,22.92,51.1,100308,0.061,23.07,47.81,100300,0.0706,23.18,51.47,100219,0.077,23.47,61.99,100271,0.0247,23.64,50.73,100283,0.025,22.75,51.76,100249,0.0867,22.81,56.55,100213,0.0867
5677.20651,23.17,50.19,100317,0.0706,23.1,53.55,100326,0.0738,22.93,51.17,100310,0.061,23.06,47.65,100296,0.0706,23.18,51.49,100216,0.077,23.47,62.01,100273,0.0247,23.63,50.67,100279,0.025,22.75,52.01,100252,0.0867,22.81,56.52,100216,0.0867
